expression,num_instances,feasible_rate,avg_cost,avg_runtime_sec,avg_num_routes,complexity,behavior_signature,is_novel,mo_score,round_idx
dist_matrix[current][c],29,1.0,1293.3793103448277,0.02646269469425596,8.241379310344827,18,"(1293.38, 8.24, 1.0, 3)",True,0.625,0
0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],29,1.0,1309.7241379310344,0.04396852131547599,8.172413793103448,46,"(1309.72, 8.17, 1.0, 9)",True,0.6242827868852457,0
dist_matrix[current][c] - instance['demands'][c],29,1.0,1371.0,0.03656749067635372,8.172413793103448,35,"(1371.0, 8.17, 1.0, 7)",True,0.6956747658079626,0
dist_matrix[current][c] - 2 * instance['demands'][c],29,1.0,1455.1724137931035,0.040407378098060345,8.172413793103448,40,"(1455.17, 8.17, 1.0, 8)",True,0.8296545667447309,0
dist_matrix[current][c] + instance['demands'][c],29,1.0,1461.655172413793,0.03760776026495572,8.310344827586206,35,"(1461.66, 8.31, 1.0, 7)",True,0.9803571428571429,0
instance['demands'][c] / (1 + remaining) + dist_matrix[current][c],29,1.0,1288.448275862069,0.04270659644028236,8.241379310344827,47,"(1288.45, 8.24, 1.0, 9)",True,0.6202941176470586,1
0.25 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - instance['demands'][c] / (1 + remaining),29,1.0,1292.3103448275863,0.05977863278882257,8.172413793103448,74,"(1292.31, 8.17, 1.0, 14)",True,0.6052336448598131,1
0.2 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],29,1.0,1293.3793103448277,0.04407283355449808,8.172413793103448,46,"(1293.38, 8.17, 1.0, 9)",True,0.565505772402419,1
dist_matrix[current][c] - 0.5 * instance['demands'][c],29,1.0,1315.6206896551723,0.03916525018626246,8.172413793103448,40,"(1315.62, 8.17, 1.0, 8)",True,0.5868224299065419,1
0.2 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] + instance['demands'][c] / (1 + remaining),29,1.0,1321.0689655172414,0.05912178138206745,8.275862068965518,74,"(1321.07, 8.28, 1.0, 14)",True,0.7342056074766358,1
(dist_matrix[c][instance['depot']] - instance['demands'][c]) * 0.3 + dist_matrix[current][c],29,1.0,1324.5172413793102,0.06056755986706964,8.172413793103448,62,"(1324.52, 8.17, 1.0, 12)",True,0.6312314458493675,1
0.5 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],29,1.0,1327.448275862069,0.042712795323339,8.241379310344827,46,"(1327.45, 8.24, 1.0, 9)",True,0.6716739967014841,1
0.2 * dist_matrix[c][instance['depot']] + 0.8 * dist_matrix[current][c] - 0.5 * instance['demands'][c],29,1.0,1332.8620689655172,0.05836342943125758,8.172413793103448,72,"(1332.86, 8.17, 1.0, 14)",True,0.6572457394172622,1
0.3 * dist_matrix[c][instance['depot']] + 0.7 * dist_matrix[current][c],29,1.0,1338.0,0.04471551960912244,8.241379310344827,51,"(1338.0, 8.24, 1.0, 10)",True,0.6933260032985153,1
0.4 * dist_matrix[c][instance['depot']] + 0.6 * dist_matrix[current][c],29,1.0,1344.0344827586207,0.044796524376704776,8.241379310344827,51,"(1344.03, 8.24, 1.0, 10)",True,0.7015035733919733,1
