expression,num_instances,feasible_rate,avg_objective,avg_cost,avg_distance,avg_late_penalty,avg_spoil_penalty,avg_late_customers,avg_spoil_customers,avg_num_routes,avg_runtime_sec,complexity,behavior_signature,is_novel,mo_score,round_idx
travel_to_c,29,1.0,355783.5034482759,355783.5034482759,1293.3793103448277,15691.337931034484,338798.7862068966,3.206896551724138,19.0,8.241379310344827,0.023553026133570177,4,"(355783.5, 8.24, 1.0, 15691.34, 338798.79, 0)",True,0.4,0
20 * est_spoil + travel_to_c + 2 * est_lateness - 0.5 * instance['demands'][c],29,1.0,415988.92413793097,415988.92413793097,1489.2413793103449,35207.66896551724,379292.0137931034,4.827586206896552,17.17241379310345,8.310344827586206,0.04729410697673929,49,"(415988.92, 8.31, 1.0, 35207.67, 379292.01, 9)",True,0.8495610813141248,0
5 * est_spoil + travel_to_c,29,1.0,451089.01379310346,451089.01379310346,1411.8275862068965,38642.20689655172,411034.97931034485,4.0,17.03448275862069,8.275862068965518,0.030525972103250438,15,"(451089.01, 8.28, 1.0, 38642.21, 411034.98, 3)",True,0.889350770354906,0
20 * est_spoil + travel_to_c + 2 * est_lateness,29,1.0,456127.33103448275,456127.33103448275,1422.1724137931035,37913.02068965517,416792.1379310345,3.8620689655172415,16.620689655172413,8.241379310344827,0.03420394042442585,26,"(456127.33, 8.24, 1.0, 37913.02, 416792.14, 5)",True,0.8878819796009463,0
travel_to_c,29,1.0,355783.5034482759,355783.5034482759,1293.3793103448277,15691.337931034484,338798.7862068966,3.206896551724138,19.0,8.241379310344827,0.023186634326803273,4,"(355783.5, 8.24, 1.0, 15691.34, 338798.79, 0)",False,0.42000000000000004,1
15 * est_spoil + travel_to_c - 0.3 * instance['demands'][c],29,1.0,402205.95862068963,402205.95862068963,1457.551724137931,33626.64827586207,367121.75862068956,5.896551724137931,18.0,8.275862068965518,0.04199588709864123,38,"(402205.96, 8.28, 1.0, 33626.65, 367121.76, 7)",True,0.5612000273132641,1
20 * est_spoil - 0.5 * instance['demands'][c] + 0.8 * remaining + travel_to_c,29,1.0,405483.67586206895,405483.67586206895,1474.9310344827586,33231.834482758626,370776.9103448276,5.689655172413793,17.103448275862068,8.310344827586206,0.047947793171323576,49,"(405483.68, 8.31, 1.0, 33231.83, 370776.91, 9)",True,0.5851121174427997,1
5 * est_spoil - 0.2 * instance['demands'][c] + travel_to_c,29,1.0,407195.2551724137,407195.2551724137,1449.8275862068965,34193.43448275862,371551.99310344824,5.586206896551724,18.413793103448278,8.241379310344827,0.04286706858667834,38,"(407195.26, 8.24, 1.0, 34193.43, 371551.99, 7)",True,0.557599912186387,1
20 * est_spoil + travel_to_c + 2 * est_lateness - 0.5 * instance['demands'][c],29,1.0,415988.92413793097,415988.92413793097,1489.2413793103449,35207.66896551724,379292.0137931034,4.827586206896552,17.17241379310345,8.310344827586206,0.047689774940753805,49,"(415988.92, 8.31, 1.0, 35207.67, 379292.01, 9)",False,0.603938384607746,1
travel_to_c,29,1.0,355783.5034482759,355783.5034482759,1293.3793103448277,15691.337931034484,338798.7862068966,3.206896551724138,19.0,8.241379310344827,0.023491949870668608,4,"(355783.5, 8.24, 1.0, 15691.34, 338798.79, 0)",False,0.43000000000000005,2
15 * est_spoil + travel_to_c - 0.3 * instance['demands'][c],29,1.0,402205.95862068963,402205.95862068963,1457.551724137931,33626.64827586207,367121.75862068956,5.896551724137931,18.0,8.275862068965518,0.04205978327784045,38,"(402205.96, 8.28, 1.0, 33626.65, 367121.76, 7)",False,0.6651189918333401,2
0.8 * remaining + 6 * est_spoil + travel_to_c - 0.25 * instance['demands'][c],29,1.0,405929.19310344825,405929.19310344825,1437.8620689655172,34001.18620689654,370490.1448275862,5.586206896551724,17.655172413793103,8.275862068965518,0.04777610713037951,49,"(405929.19, 8.28, 1.0, 34001.19, 370490.14, 9)",True,0.6807323963718952,2
